spec_name,seed,horizon,num_actions,H_hat,kappa_uniform,kappa_piG,J_uniform,J_piG,J_star
T5_A2,3549952996,5,2,8.0,1.80493590093746,0.03022393496988464,3.0628916795240655,3.9488826883737,4.364860118474608
T5_A2,2451525623,5,2,7.0,1.3482646369485858,0.04259534863877631,2.8278972072655315,3.6562654808407595,4.161455432245309
T5_A2,3430362420,5,2,6.0,1.779574376591694,0.03338944451597711,2.978519325130103,3.8813624091495047,4.3963598618788104
T5_A2,4253630298,5,2,8.0,2.6562815893796494,0.025758207586887377,2.473483374229781,3.219590799658847,3.7202419138284424
T5_A2,2824765191,5,2,10.0,1.5881422340107834,0.06353998517240472,2.866893745440538,3.4695872832616517,3.8897102840720805
T5_A2,138359681,5,2,5.0,1.694911674238046,0.05485455512816514,2.769320352415104,3.723184842585513,4.247325336615529
T5_A2,2615713962,5,2,6.0,1.3928632974085438,0.17664233407265825,2.8922594818700955,3.738286008681476,4.483728568510372
T6_A2,2991032210,6,2,6.0,1.8691897938257878,0.02739788864188937,3.3924565290564277,4.402702216414494,5.199131191300648
T6_A2,1641262057,6,2,6.0,1.66666423092658,0.07522479331787894,3.5629463562821995,4.365226191674239,5.00721233587858
T6_A2,3571877218,6,2,8.0,1.4021998579423118,0.0866626368313984,4.024732765044272,4.81466532612151,5.507260967146806
T6_A2,2352564299,6,2,7.0,1.765264872340623,0.04853777151147916,3.7421169170531425,4.650958103806819,5.237434948999342
T6_A2,1677727288,6,2,7.0,1.3127380926328749,0.10745587154615924,3.422903617971285,4.2649445871814775,4.942123500741006
T6_A2,1767113346,6,2,8.0,1.196358377411911,0.08928115150538617,2.945479212897962,3.5813616662330947,4.414116966393337
T6_A2,1341524466,6,2,11.0,2.516305763005843,0.07456433885878261,4.019452170519287,5.180953776806992,5.716002916770457
T6_A2,1584427414,6,2,10.0,1.818465066963874,0.04840365003295349,3.925776364037752,4.993336688252962,5.6562072477893155
T6_A2,1695597243,6,2,8.0,2.227504928924366,0.10402390758539373,3.6458298000862004,4.648956527553136,5.504814916660851
T6_A2,593968095,6,2,8.0,1.582548771352299,0.10702985412802522,3.383587255013475,4.053965462467419,5.031611159242635
T6_A2,3250018252,6,2,7.0,2.1585706671243368,0.050478999956933994,3.1953994324033532,4.251605260100418,4.904544540110013
T6_A2,2628806685,6,2,6.0,1.986306209302415,0.14190163501597294,3.5584000748384415,4.621293576724574,5.252696514437596
T6_A2,1003606948,6,2,7.0,2.058754518678017,0.10478574143848307,3.6418509650359527,4.578285516324408,5.437690424277555
T6_A2,1658092859,6,2,8.0,1.7938096066621967,0.05315449700232682,3.530739493077725,4.471316541236361,5.040194870177324
T6_A2,1287622641,6,2,8.0,2.1311281951144005,0.0474985520177292,3.6092197827166044,4.909546439000249,5.6051093813405775
T6_A2,4226707766,6,2,7.0,1.6831377421833358,0.10231381950742381,3.9023178699404886,4.82430244516195,5.4084691207930256
T6_A2,1964874155,6,2,7.0,1.6731107847175535,0.07890625962648933,3.7665297924888015,4.725248239678065,5.435373591371092
T6_A2,2604398001,6,2,6.0,1.385236573940175,0.037078105366428034,3.536627709236408,4.427326893715903,5.161218885206408
T6_A2,3395753461,6,2,10.0,1.9877666281689659,0.06414389143835345,3.792275207243912,4.976828722474031,5.461409608868388
T6_A2,712034664,6,2,7.0,1.3201820522762033,0.06760980511999927,3.1194174575100124,3.685259662205218,4.2825996996903255
T3_A4,1937244028,3,4,5.0,0.691203209483582,0.022973492074024583,2.1509189497477847,2.5969624151931336,3.415809762851657
T3_A4,1769923155,3,4,5.0,1.1181505420518087,0.07684569698346053,1.9667961827441465,2.5390284914262686,3.220875249569316
T3_A4,2222358531,3,4,4.0,1.167585304290834,0.03576871530350154,1.9111259872258808,2.672186012870048,3.42932680476496
T3_A4,916095651,3,4,5.0,0.8303249168817783,0.03365208784590316,2.3549168554718234,2.9243764127333303,3.706133686783462
T3_A4,4170116288,3,4,4.5,1.3599219846647521,0.03531429618694845,1.6482395582938973,2.235393533199151,2.9957718180081017
T3_A4,3129995824,3,4,5.0,0.8288924775291611,0.03687084822761988,2.26363451132217,2.715507101918643,3.2884116377352397
T3_A4,3078286761,3,4,6.5,1.4888649190269945,0.03912215679646809,1.9966120176328808,2.6831097321893638,3.24758035952809
T3_A4,2344674648,3,4,5.0,1.6430088762255104,0.01838309363276957,1.8587924074476339,2.5401199004961152,3.3013327016605145
T3_A4,2472685471,3,4,4.5,1.2987748627057922,0.03598523205792603,1.8610818444543245,2.5338169067028207,3.150052370273269
T3_A4,2289614822,3,4,4.0,1.7174991924506027,0.025544243637677298,1.6602049386261415,2.242326145843112,3.018580018265521
T3_A4,2844023891,3,4,5.0,1.4130782217447253,0.1609363369928306,1.8867193670121734,2.7049071000013147,3.3898997040790775
T3_A4,2691373352,3,4,4.0,0.9669911605964837,0.03352420361980914,2.029376758644373,2.5190453999409748,3.4424589858596963
T3_A4,2880686573,3,4,7.0,1.2616474759527312,0.03659807659978617,2.003273459768077,2.676184385933503,3.255389365094281
T3_A4,3539334365,3,4,4.0,0.7323378684215659,0.028152807246610574,2.2490517604342988,2.7507108291713718,3.648196109666058
T3_A4,693516645,3,4,3.5,1.0400359396480847,0.024122948203708805,2.0620121521483945,2.759894029340083,3.8187511250158317
T3_A4,304760317,3,4,3.5,1.512738545351083,0.03452952999380037,1.931998740278604,2.8044133693949695,3.44291645093202
T3_A4,3127626771,3,4,6.0,0.8132773506438079,0.03603505781079717,2.3622593230263824,2.7942224958551782,3.416616659710675
T3_A4,563543006,3,4,4.5,0.7816674720603575,0.03124932616329875,2.3216370215331303,2.789262154864095,3.5877247044314515
T3_A4,2071757275,3,4,5.0,1.3236731404564723,0.11187487567256191,1.9131491771047233,2.4974190880883027,3.138799528810443
T3_A4,365744374,3,4,7.0,1.0701451377270634,0.032999260302487905,2.023694695906556,2.573057612937259,3.230052179714997
